ps_number,part_name,part_type,manufacturer_part_number,part_manufacturer,part_price,part_description,install_difficulty,install_time,install_video_url,part_url,average_rating,num_reviews,appliance_type,brand,manufactured_for,availability,replaces_parts
PS11747611,Silverware Basket WP99001576,Dishrack,WP99001576,Whirlpool,28.8700,"This silverware basket has eight sections and is all white in color. It is also made of plastic and has a built-in handle on either side so that you can quickly and easily remove it from the dishwasher. The basket is used to hold utensils in the dishwasher and secure them in place while the dishwasher is running. This part may bend, warp, or break over time and will need to be replaced. This is a very easy replacement and requires no tools. Remove the old rack and remove the cover so you can re-use it on the new basket. You simply place the new one on the bottom rack.",Really Easy,Less than 15 mins,https://www.youtube.com/watch?v=YBGycM3g08M,https://www.partselect.com/PS11747611-Whirlpool-WP99001576-Silverware-Basket.htm?SourceCode=18,5,6,dishwasher,Whirlpool,"Maytag, Magic Chef, Jenn-Air, Crosley",In Stock,"AP6014373, 99001576, 99001663, 99001664, 99001752"
PS11746228,Dishwasher Silverware Basket WP8539107,Dishrack,WP8539107,Whirlpool,61.1000,The silverware basket rests in the lower dishrack and holds small utensils such as forks and knives during the dishwashing cycle.,,,,https://www.partselect.com/PS11746228-Whirlpool-WP8539107-Dishwasher-Silverware-Basket.htm?SourceCode=18,5,2,dishwasher,Whirlpool,"Whirlpool, Maytag, Magic Chef, Amana",In Stock,"AP6013007, 8539107"
PS11755148,Screen WPW10463906,Filter,WPW10463906,Whirlpool,26.8700,"This is a screen filter, designed to keep food particles, gunk, and debris from entering the pump of your dishwasher. If this filter is missing, damaged, or simply unusable, it will need to be replaced so you can effectively clean your dishes. Replacing this filter is simple, as you only need to twist and remove the lower filter, before you can carefully lift this filter out. This filter is an OEM part and is sold individually.",Really Easy,Less than 15 mins,https://www.youtube.com/watch?v=pzXZ9jGjIoE,https://www.partselect.com/PS11755148-Whirlpool-WPW10463906-Screen.htm?SourceCode=18,4.86,7,dishwasher,Whirlpool,"Whirlpool, Kenmore, KitchenAid, Amana",In Stock,"AP6021820, W10195360, W10463906, WPW10195360"
PS16218076,FILTER W11460958,Filter,W11460958,Whirlpool,41.8100,"Introducing the Whirlpool Micro Filter Assembly, a genuine OEM part designed to maintain efficiency and performance in your dishwasher. Its crucial role is to remove food particles and debris from the water, making sure that the drain doesn't clog and your dishes are always spotless. This perfect-fit part guarantees the optimum functioning of specific models of Whirlpool dishwasher systems. Install it easily by simply referring to your appliance manual, ensuring you achieve clean dishes every cycle. Experience the difference that this top-quality Micro Filter Assembly brings to your Whirlpool dishwasher.",,,,https://www.partselect.com/PS16218076-Whirlpool-W11460958-FILTER.htm?SourceCode=18,5,1,dishwasher,Whirlpool,"Whirlpool, KitchenAid, Maytag, Jenn-Air",In Stock,W10891533
PS11749941,Dishwasher Accumulator Filter WPW10192799,Filter,WPW10192799,Whirlpool,133.0400,"This part is essential in your dishes getting clean during the wash cycle. If there is any debris or a tear in the filter, it can cause extra buildup and, therefore, causing dirty dishes.",Easy,30 - 60 mins,https://www.youtube.com/watch?v=f_3NvYAM2iI,https://www.partselect.com/PS11749941-Whirlpool-WPW10192799-Dishwasher-Accumulator-Filter.htm?SourceCode=18,5,7,dishwasher,Whirlpool,"Maytag, Jenn-Air, Amana, Magic Chef",In Stock,"AP6016649, 99002661, 99003085, 99003235, 99003236, 99003291, 99003291A, 99003292, W10142622, W10142623, W10192799, W10192800"
PS897295,Accumulator and Filter 8193918,Filter,8193918,Whirlpool,106.2700,"This part is essential in your dishes getting clean during the wash cycle. If there is any debris or a tear in the filter, it can cause extra buildup and, therefore, causing dirty dishes.",Easy,15 - 30 mins,https://www.youtube.com/watch?v=DCL17ts6RDU,https://www.partselect.com/PS897295-Whirlpool-8193918-Accumulator-and-Filter.htm?SourceCode=18,4.17,6,dishwasher,Whirlpool,"KitchenAid, Kenmore, Whirlpool, Maytag",In Stock,"AP3609773, 1027501, 8193515, 8193582, 8193917, 8193918, 8268392, 8268393, 8268429, 8268430, 8534951, 8534952, W10274856"
PS16730773,SCREEN W11590541,Filter,W11590541,Whirlpool,18.9000,,,,,https://www.partselect.com/PS16730773-Whirlpool-W11590541-SCREEN.htm?SourceCode=18,,,dishwasher,Whirlpool,"Whirlpool, KitchenAid, Maytag, Jenn-Air",In Stock,W10891539
PS11747618,Pump Housing Filter WP99001791,Filter,WP99001791,Whirlpool,52.2900,This pump housing filter is twenty-three inches long and a little over two inches wide. This filter wraps around a dishwasher's pump housing and clips in place. It is all white in color and is made of plastic with a mesh screen.,Easy,30 - 60 mins,https://www.youtube.com/watch?v=6PUTeTJKhBo,https://www.partselect.com/PS11747618-Whirlpool-WP99001791-Pump-Housing-Filter.htm?SourceCode=18,1,2,dishwasher,Whirlpool,"Maytag, Jenn-Air, Amana, Crosley",In Stock,"AP6014379, 9-12328, 912328, 912328A, 99001791"
PS11746785,Screen Filter WP8579253,Filter,WP8579253,Whirlpool,72.1900,,,,,https://www.partselect.com/PS11746785-Whirlpool-WP8579253-Screen-Filter.htm?SourceCode=18,,,dishwasher,Whirlpool,"Kenmore, KitchenAid, Jenn-Air, Whirlpool",In Stock,8579253
PS11749383,Dishwasher Filterplt WPW10166788,Filter,WPW10166788,Whirlpool,24.8800,,,,,https://www.partselect.com/PS11749383-Whirlpool-WPW10166788-Dishwasher-Filterplt.htm?SourceCode=18,,,dishwasher,Whirlpool,"Maytag, Amana, Magic Chef, Jenn-Air",On Order,"99002655, 99002979, W10166788"
PS10060152,FILTER W10736576,Filter,W10736576,Whirlpool,155.9400,,,,,https://www.partselect.com/PS10060152-Whirlpool-W10736576-FILTER.htm?SourceCode=18,,,dishwasher,Whirlpool,Jenn-Air,Special Order,
PS11755148,Screen WPW10463906,Filter,WPW10463906,Whirlpool,26.8700,"This is a screen filter, designed to keep food particles, gunk, and debris from entering the pump of your dishwasher. If this filter is missing, damaged, or simply unusable, it will need to be replaced so you can effectively clean your dishes. Replacing this filter is simple, as you only need to twist and remove the lower filter, before you can carefully lift this filter out. This filter is an OEM part and is sold individually.",Really Easy,Less than 15 mins,https://www.youtube.com/watch?v=pzXZ9jGjIoE,https://www.partselect.com/PS11755148-Whirlpool-WPW10463906-Screen.htm?SourceCode=18,4.86,7,dishwasher,Whirlpool,"Whirlpool, Kenmore, KitchenAid, Amana",In Stock,"AP6021820, W10195360, W10463906, WPW10195360"
PS8730270,FILTER-MICRO 00645038,Filter,00645038,Bosch,39.2700,"This micro filter is a genuine OEM replacement part that is compatible with dishwashers. Its primary function is to catch and trap small particles of food, debris, and other contaminants that may be present in the water circulating inside the dishwasher during the wash and rinse cycles. This filter helps prevent these particles from clogging the pump or recirculating back onto the dishes. Signs of a faulty micro filter include poor cleaning performance, slow drainage, stagnant water at the bottom of the tub, and loud and unusual noises when the dishwasher is running. It is recommended to clean the filter once a month for optimal performance.",Really Easy,15 - 30 mins,,https://www.partselect.com/PS8730270-Bosch-00645038-FILTER-MICRO.htm?SourceCode=18,4.94,16,dishwasher,Bosch,"Bosch, Thermador, Kenmore, Kenmore",In Stock,"AP4339631, 00651097, 645038, 651097"
PS12078011,Mesh Filter Assembly ADQ74693701,Filter,ADQ74693701,LG,44.9600,"This mesh filter assembly is a genuine LG replacement part designed for select dishwasher models. Its fine mesh screen captures food particles and debris, preventing clogs in the drain pump and spray arms. By maintaining clear water flow, it helps improve cleaning performance and ensures efficient operation. Made from durable materials, this filter is built to withstand regular use. Installation is simple—remove the old filter and position the new one securely in place.",,,https://www.youtube.com/watch?v=T43vZjUwICQ,https://www.partselect.com/PS12078011-LG-ADQ74693701-Mesh-Filter-Assembly.htm?SourceCode=18,5,1,dishwasher,LG,"LG, Kenmore",On Order,
PS12070547,Pump Filter W11084156,Filter,W11084156,Whirlpool,106.2000,"Presenting the Whirlpool pump filter, a genuine OEM part designed to perform optimally within select models of Whirlpool dishwashers. This well-crafted component is on guard, preventing particles of food and debris from entering the circulation pump, ensuring efficient function and reliable performance. Before you undertake its installation, remember to disconnect the power supply and water to your dishwasher, and wear protective work gloves to ensure safety. This part may vary slightly in size and shape, so double-check its fit for your specific model before commencing the installation. Enhance the functioning of your Whirlpool dishwasher with the addition of this high-quality pump filter. Please take heed, this product description refers solely to Whirlpool branded items.",,,,https://www.partselect.com/PS12070547-Whirlpool-W11084156-Pump-Filter.htm?SourceCode=18,4,1,dishwasher,Whirlpool,"KitchenAid, Kenmore, Whirlpool, Kenmore",In Stock,"AP6048028, W10713298"
PS897295,Accumulator and Filter 8193918,Filter,8193918,Whirlpool,106.2700,"This part is essential in your dishes getting clean during the wash cycle. If there is any debris or a tear in the filter, it can cause extra buildup and, therefore, causing dirty dishes.",Easy,15 - 30 mins,https://www.youtube.com/watch?v=DCL17ts6RDU,https://www.partselect.com/PS897295-Whirlpool-8193918-Accumulator-and-Filter.htm?SourceCode=18,4.17,6,dishwasher,Whirlpool,"KitchenAid, Kenmore, Whirlpool, Maytag",In Stock,"AP3609773, 1027501, 8193515, 8193582, 8193917, 8193918, 8268392, 8268393, 8268429, 8268430, 8534951, 8534952, W10274856"
PS8727803,Micro Filter 00615079,Filter,00615079,Bosch,62.1000,"This micro filter basket assembly is used in dishwashers. The filter is responsible for filtering the water inside the dishwasher. All of the food and debris particles that are removed from your dishes need somewhere to go, this filter works to remove that stuff from the water so the drain will not get clogged. Filters are supposed to be self-cleaning, however if you have hard water, or if you are using the wrong detergent they might get a build-up on them. You can clean these filters, but once they are worn out they will need to be replaced. This filter has a diameter of four inches, and it is five inches in length.",Very Easy,15 - 30 mins,,https://www.partselect.com/PS8727803-Bosch-00615079-Micro-Filter.htm?SourceCode=18,5,5,dishwasher,Bosch,"Bosch, Thermador, Gaggenau, Kenmore",In Stock,"AP4372139, 00170841, 00174936, 170841, 174936, 615079"
PS11730972,Fill & Drain Hose W10842407,Filter,W10842407,Whirlpool,127.7100,"Introducing the Whirlpool fill and drain hose assembly, designed meticulously for optimal performance. This is a nine-foot-long assembly crafted to effectively supply fill water to your dishwasher and to dispose of drain water into the sink. The hose assembly fits perfectly with various models of Whirlpool dishwashers. This genuine original equipment manufacturer (OEM) part is designed to not only fulfill but to exceed your expectations. For installation, kindly adhere to the detailed instructions provided with your Whirlpool dishwasher owner's manual. Ignite convenience in your kitchen with this high-quality Whirlpool fill and drain hose assembly.",Very Easy,Less than 15 mins,,https://www.partselect.com/PS11730972-Whirlpool-W10842407-Fill-Drain-Hose.htm?SourceCode=18,2.67,3,dishwasher,Whirlpool,"Whirlpool, Kenmore, Maytag",In Stock,"W10219674, W10330124, W10354998, W10506237, W10545283, WPW10330124, WPW10354998"
PS259679,Dishwasher Switch Leaf WD1X1363,Switch,WD1X1363,GE,18.9000,,,,,https://www.partselect.com/PS259679-GE-WD1X1363-Dishwasher-Switch-Leaf.htm?SourceCode=18,5,1,dishwasher,GE,"General Electric, Hotpoint, Kenmore",In Stock,"AP2038353, 270179, WD1X1458"
PS260138,SWITCH ROCKER WD21X10083,Switch,WD21X10083,GE,17.9000,,,,,https://www.partselect.com/PS260138-GE-WD21X10083-SWITCH-ROCKER.htm?SourceCode=18,,,dishwasher,GE,"General Electric, Hotpoint",Special Order,"AP2039753, 876959"
PS260151,SWITCH PUSH-BUTTON WD21X10097,Switch,WD21X10097,GE,59.7800,,,,,https://www.partselect.com/PS260151-GE-WD21X10097-SWITCH-PUSH-BUTTON.htm?SourceCode=18,,,dishwasher,GE,Hotpoint,Special Order,
PS260204,SWITCH ROCKER WD21X10157,Switch,WD21X10157,GE,13.9100,,,,,https://www.partselect.com/PS260204-GE-WD21X10157-SWITCH-ROCKER.htm?SourceCode=18,,,dishwasher,GE,"Hotpoint, Kenmore",Special Order,
PS260265,PB SWITCH WD21X526,Switch,WD21X526,GE,119.4000,,,,,https://www.partselect.com/PS260265-GE-WD21X526-PB-SWITCH.htm?SourceCode=18,,,dishwasher,GE,"General Electric, Hotpoint",Special Order,
PS260323,SWITCH RKR WD21X647,Switch,WD21X647,GE,44.8200,,,,,https://www.partselect.com/PS260323-GE-WD21X647-SWITCH-RKR.htm?SourceCode=18,,,dishwasher,GE,"General Electric, Hotpoint",Special Order,"AP2039569, 271619, WD21X0649, WD21X649"
PS11755148,Screen WPW10463906,Filter,WPW10463906,Whirlpool,26.8700,"This is a screen filter, designed to keep food particles, gunk, and debris from entering the pump of your dishwasher. If this filter is missing, damaged, or simply unusable, it will need to be replaced so you can effectively clean your dishes. Replacing this filter is simple, as you only need to twist and remove the lower filter, before you can carefully lift this filter out. This filter is an OEM part and is sold individually.",Really Easy,Less than 15 mins,https://www.youtube.com/watch?v=pzXZ9jGjIoE,https://www.partselect.com/PS11755148-Whirlpool-WPW10463906-Screen.htm?SourceCode=18,4.86,7,dishwasher,Whirlpool,"Whirlpool, Kenmore, KitchenAid, Amana",In Stock,"AP6021820, W10195360, W10463906, WPW10195360"
PS16875644,Circulation Pump Filter Assembly W11643383,Filter,W11643383,Whirlpool,99.6000,"The Circulation Pump Filter Assembly is a vital component for dishwashers, ensuring the proper filtration and circulation of water during the wash cycle. This genuine OEM part is designed to fit various models of dishwashers, providing a reliable solution for maintaining water flow and cleanliness inside the unit. The pump filter helps trap food debris and prevents clogs that could affect the dishwasher’s performance. Installation requires following specific guidelines to ensure the assembly fits correctly with your dishwasher model, as slight variations in size or shape may occur between different models. Always verify compatibility with your dishwasher before purchasing, and carefully follow the installation instructions to ensure optimal performance. For safety, disconnect the dishwasher from the power supply before beginning the installation and wear work gloves to protect your hands during handling.",,,,https://www.partselect.com/PS16875644-Whirlpool-W11643383-Circulation-Pump-Filter-Assembly.htm?SourceCode=18,,,dishwasher,Whirlpool,"KitchenAid, Maytag, Whirlpool, Admiral",In Stock,W11108699
PS16218076,FILTER W11460958,Filter,W11460958,Whirlpool,41.8100,"Introducing the Whirlpool Micro Filter Assembly, a genuine OEM part designed to maintain efficiency and performance in your dishwasher. Its crucial role is to remove food particles and debris from the water, making sure that the drain doesn't clog and your dishes are always spotless. This perfect-fit part guarantees the optimum functioning of specific models of Whirlpool dishwasher systems. Install it easily by simply referring to your appliance manual, ensuring you achieve clean dishes every cycle. Experience the difference that this top-quality Micro Filter Assembly brings to your Whirlpool dishwasher.",,,,https://www.partselect.com/PS16218076-Whirlpool-W11460958-FILTER.htm?SourceCode=18,5,1,dishwasher,Whirlpool,"Whirlpool, KitchenAid, Maytag, Jenn-Air",In Stock,W10891533
PS12070547,Pump Filter W11084156,Filter,W11084156,Whirlpool,106.2000,"Presenting the Whirlpool pump filter, a genuine OEM part designed to perform optimally within select models of Whirlpool dishwashers. This well-crafted component is on guard, preventing particles of food and debris from entering the circulation pump, ensuring efficient function and reliable performance. Before you undertake its installation, remember to disconnect the power supply and water to your dishwasher, and wear protective work gloves to ensure safety. This part may vary slightly in size and shape, so double-check its fit for your specific model before commencing the installation. Enhance the functioning of your Whirlpool dishwasher with the addition of this high-quality pump filter. Please take heed, this product description refers solely to Whirlpool branded items.",,,,https://www.partselect.com/PS12070547-Whirlpool-W11084156-Pump-Filter.htm?SourceCode=18,4,1,dishwasher,Whirlpool,"KitchenAid, Kenmore, Whirlpool, Kenmore",In Stock,"AP6048028, W10713298"
