ps_number,story_id,title,instruction,author,difficulty,repair_time,helpful_count,vote_count
PS11699799,10473,controlpanel buttons and circuit board were damaged,"loosened screws, slid out black panel, removed (unclipped) 2 electronic panels and placed them in new panel. Unplugged, removed and replaced circuit board. Plugged in new circuit board. Slid panel back into position and fastened screws.
Now it as good as new...","David from Windermere, FL",Easy,30 - 60 mins,3,3
PS12723970,98316,The user interface was corroded by steam,"I removed the dishwasher door cover (7 screws), unplugged, removed and replaced the user interface (1screw), then replaced the dishwasher door cover and it was done.","Scott from FRANKTOWN, VA",Easy,15 - 30 mins,1,1
PS1481947,27041,Fixed in a Jiffy,The finished accent panel on my GE dishwasher was dented and looked awful in my newly remodeled kitchen. I thought about purchasing a new dishwasher but instead searched the web for the part. Found Parts select and it was so easy to compare my part with the graph picture provided. Just count off the boxes for measurement and you will know,"Dorothy from Whiting, NJ",Really Easy,Less than 15 mins,1,3
PS1481947,12744,Panels were accidentally thrown out,"The access panel fit perfectly. The screw holes lined up just right and the screws went in without any trouble. The toe kick panel was a different story. It almost seems like it is a generic, one panel fits all part. I couldn't figure out how to attach it to the dishwasher. None of the holes/slots lined up with anything, so it is just sit","Jacob from Lafayette, LA",A Bit Difficult,15 - 30 mins,3,7
PS260955,12744,Panels were accidentally thrown out,"The access panel fit perfectly. The screw holes lined up just right and the screws went in without any trouble. The toe kick panel was a different story. It almost seems like it is a generic, one panel fits all part. I couldn't figure out how to attach it to the dishwasher. None of the holes/slots lined up with anything, so it is just sit","Jacob from Lafayette, LA",A Bit Difficult,15 - 30 mins,3,7
PS16223509,89988,leak from bottom front left.,Disconnect washer - pull out and turn on it's right side. Remove bottom plate (2 screws). Water intake valve is attached to water line. Disconnect water line. On the other end of the pump is a rubber hose. Disconnect hose by using a pair of pliers to open pipe clamp. Disconnect the electric line by pulling the pronged plug out of th,"Gregory from DENVER, CO",Easy,30 - 60 mins,4,4
PS16223509,87150,Drain pump needed to be replaced,"Replaced drain pump following easy to follow video. Also replaced circulation pump at same time, as it is connected to common sump housing and only added a few more minutes to repairs.","Dean from COMMACK, NY",Very Easy,30 - 60 mins,14,17
PS11706890,94865,dishwasher not draining,turned off circuit breaker. Removed bottom panel which allowed access to drain pump. Disconnected electrical plug. Clamped hose clips and removed hoses. Removed old drain pump assembly. Installed new assembly by reversing process. Access was a bit tight but managed to do it without pulling the whole dishwasher out of the cupboard.,"Glen from HUDSONVILLE, MI",A Bit Difficult,30 - 60 mins,3,3
PS11706890,93800,Water in dishwasher at end of cycle. Error e1 / d1,I actually didn't remove whole drain pump assembly. Just removed the old pump motor by rotating. Lots of water drains out so be ready with an old towel. Then installed the new drain motor and tossed the new housing. No more water at the end of cycle!,"Jacob from WILMINGTON, NC",Easy,30 - 60 mins,4,4
PS11706890,89857,Dishwasher wouldn’t completely drain,"Shut off electrical breaker, Removed bottom cover plate by removing 2 Phillips head screws. I was able to remove the pump without pulling the dishwasher out by removing wiring connection, hose clamps with a pair of pliers, and removed the 2 rubber hangers However I couldn’t reinstall the pump without pulling the dishwasher out. 1.I disco","Robert from VERNAL, UT",Really Easy,30 - 60 mins,14,23
PS11706890,83707,"Water not draining, causing ""0E"" number to appear and initiatate dishwasher shutdown.","According to your site, the part(s), to consider, to resolve the problem were: 1.Motor Assembly DC Pump, OR 2.Drain Pump. I simply selected the drain pump because it was cheaper and because it was making a clicking noise. (The only significant noise that this dishwasher was making) To be safe, I unplugged the unit and turned off the w","Patrick from CHANDLER, AZ",Easy,30 - 60 mins,27,29
PS11707090,81552,Leak coming from pump/motor assembly,"Ordered complete M030 Casing Assembly (RepairClinic Item # 4116143) after cleaning and testing rubber seal and pump assembly. Worked for two washes, then leak came back. To replace complete assembly, remove dishwasher from under sink, tip on back, disconnect all electrical and connectors to Case Assembly. Next, remove heater assemble (sin","Bruce from PLEASANT HILL, CA",Easy,30 - 60 mins,7,7
PS3528695,94005,LE error,"Was getting an LE error - locked rotor. From the inside I took the bottom screens apart and discovered carnage - blade worn out, screen worn thru and stuck in the blade. AHA - easy fix, I thought. Ordered the parts, put them in - easy enough. STILL LE error.
Digging deeper found the main board was fried. Replaced that. STILL","Robert from PASADENA, TX",A Bit Difficult,30 - 60 mins,5,5
PS12349161,91676,No start,"Replaced fuse: no result

Replaced electronic control board: no result.

Replaced front control with buttons: fixed.

Three tries, three times waiting for parts but the result was good.","John from HENRICO, VA",A Bit Difficult,More than 2 hours,4,4
PS12349161,91007,would no turn on,open door took out 6 screws removed panel unhooked cable removed control box and door latch put back in reverse order,"karl from AUGUSTA, WV",Really Easy,15 - 30 mins,2,2
PS12349161,86952,Couldn’t change settings on dishwasher,"Unscrewed top of dishwasher pulled out wires from old control board and hooked up new one screwed dishwasher top back together, working great!","Judith from RIPON, WI",Really Easy,15 - 30 mins,4,4
PS11759623,95694,Controls on door would not work,"Had a repair man tell us we couldn't get parts. He was misinformed. Looked up model, went on line and ordered parts I thought I needed. Turned out only need control panel. Took door panel off ( need to support door panel so it won't fall off) unplugged wires using flat head screwdriver to release clips removed control panel; there's a sma","Bill from LEBANON, OH",Easy,30 - 60 mins,1,1
PS11759623,89657,"Cycle starts, all lights blink, cycle starts...repeat","Test heater circut, was ok. Pulled front panel door and replaced control board. Washer works as designed now.","John from HENDERSON, NV",Easy,30 - 60 mins,1,1
PS11741443,84839,Safety agitation switch quit,My son-in-law watched the video on the website and fixed it just fine.,"Tana from ANAMOOSE, ND",Really Easy,30 - 60 mins,1,1
PS11738161,83438,Upper Spray Arm fell off whenever water started flowing through it.,"The upper dish rack was in the way for my old body and short arms to reach the nut, so I had to pry the plastic bumpers off with a screw driver and remove the rack. From there you could almost do it with your eyes closed. Unscrew the old spray nut, screw in the new one and pop the spray arm on. Slide the dish rack wheels into the rai","John O from MESA, AZ",A Bit Difficult,Less than 15 mins,3,3
PS11738161,41798,The spray arm kept popping off and wouldn't rinse dishes properly,After reading other customer comments I knew what to order. When the parts arrived all I had to do was unscrew the nut and screw the new one on and snap the spray arm into place. As easy as that.,"Helen from Boise, ID",Really Easy,Less than 15 mins,1,2
PS11738161,40769,Spray Arm keeps falling off during wash,If the spray arm is falling off...be sure and order a new spray arm and a new spray arm nut because most likely both are wore out which makes it keep falling off. I did not know this and had to make two orders after I figured it out. With that said....when you get your parts....pop the spray arm into the nut and screw the nut back into th,"Anita from Calhoun, KY",Really Easy,Less than 15 mins,0,2
PS11738161,40639,My spray arm kept falling off,"I ordered the new spray arm and nut, snapped them together, screwed the nut onto the screw and started a load of dishes. That's how simple it was. Glad I found your website. Thanks.","Sandra from Holladay, TN",Really Easy,Less than 15 mins,5,5
PS11738161,40402,Upper spray arm falling off during wash cycle,"Unscrewed old nut, inserted new nut into new spray arm and screwed the assembly back in. Took less than one minute. Requested the 3-5 day delivery and received parts on second day. After examining the old and new parts it appeared the nut was the only part I would have needed, but since parts were less than $5 each I did not want to ta","James from Hoopeston, IL",Really Easy,Less than 15 mins,5,5
PS11738161,33653,The top spray arm was falling off every wash cycle,"I looked on your website, thanks to my daughter-in-law, and found not only the pieces but notes from others who had solved their similar problems at little cost and no time. So I ordered the parts, they came in a couple of days and in a very few minutes the washer was working again. And the pieces are staying on. Thanks for the parts a","Ann from San Marcos, TX",Really Easy,Less than 15 mins,0,1
